자치구,행정동_코드,행정동_코드_명,금융MBTI,군집,대표_아파트_단지,상권_유형,상권_원형,접근성_교통_키워드,상권_장점_키워드,상권_단점_리스크_키워드,주요_배후수요_특성,키워드_접근성인프라,키워드_소비배후수요,키워드_환경리스크,추천_유망_업종,비추천_주의_업종,타깃_업종,업종_공백,업종_강점,상권_한줄평,유형,사분면,기회_유형,기회점수,기회순위,배율,격차금액_분기,잔차_추세,기회_인사이트,해석주의,상주인구,직장인구,직주비,청년비율,청년인구비율,1인가구비율,아파트_평균_시가,아파트비중순위,지하철역,집객시설,경도,위도
서대문구,11410660,홍은1동,알뜰안정형,3,-,서민베드타운·생활근린형,근린주거형,마을버스 및 시내버스 연계망 중심,"오랜 정주기간을 가진 지역 토착민 단골 형성 용이, 가성비 상품 반응 우수","노후 주택가 골목길 주차 불편, 주민 평균 연령 상승에 따른 소비 단가 한계",지역 토착 다인가구 및 어르신/시니어층,#역세권공백 #주차난,#주말나들이 #고령층,#노후상권 #소비유출,"가성비 식료품/정육점, 내과/정형외과/약국, 생활밀착 철물/잡화, 국밥/백반집","초고가 프리미엄 사치재, 유행성 팝업스토어","[데이터] 주점·이자카야·노래방  [현장키워드] 가성비 식료품/정육점, 내과/정형외과/약국, 생활밀착 철물/잡화, 국밥/백반집",유흥(×0.43),"생활용품(×3.89), 교육(×1.93)",지역 주민들의 생필품과 가성비 외식을 책임지는 탄탄한 골목형 생활 상권,저평가,안정(저평가),② 유출보완형 기회,65.7,62.0,0.5278635183623009,-1232319535.8024025,0.002537391979108,"[근린주거형] 인구·인프라로 본 기대소비 대비 실제 ×0.53 (분기 약 12억 원 밑돎, 추세 보합). 유사 원형 동 대비 유흥(×0.43) 비중이 낮아 해당 업종 공급 여지. 생활용품(×3.89), 교육(×1.93)은 이미 강세라 신규 진입 시 차별화 필요. 수요 대비 소비가 꾸준히 밖으로 샘 — 빠진 필수업종을 채우는 근린형 진입.",,19781.916666666668,2911.9166666666665,0.1401751060565033,0.2535427385143063,0.2926977996849433,0.1531068651862391,233400398.0,0.4481132075471698,0.0,86.0,126.9468896728921,37.60054737302956
서대문구,11410685,홍은2동,생활압박형,1,-,서민베드타운·생활근린형,학원가·에듀형,마을버스 및 시내버스 연계망 중심,"오랜 정주기간을 가진 지역 토착민 단골 형성 용이, 가성비 상품 반응 우수","노후 주택가 골목길 주차 불편, 주민 평균 연령 상승에 따른 소비 단가 한계",지역 토착 다인가구 및 어르신/시니어층,#역세권공백 #의료허브 #대학가 #주차난,#가성비선호 #고령층,#노후상권,"가성비 식료품/정육점, 내과/정형외과/약국, 생활밀착 철물/잡화, 국밥/백반집","초고가 프리미엄 사치재, 유행성 팝업스토어","[데이터] 의류·잡화 편집숍  [현장키워드] 가성비 식료품/정육점, 내과/정형외과/약국, 생활밀착 철물/잡화, 국밥/백반집",의류·신발(×0.61),"유흥(×2.40), 음식(×1.37)",지역 주민들의 생필품과 가성비 외식을 책임지는 탄탄한 골목형 생활 상권,기대수준,안정(저평가),② 유출보완형 기회,53.7,119.0,0.8108193360228321,-857714513.3878498,-0.0283922017319091,"[학원가·에듀형] 인구·인프라로 본 기대소비 대비 실제 ×0.81 (분기 약 9억 원 밑돎, 추세 보합). 유사 원형 동 대비 의류·신발(×0.61) 비중이 낮아 해당 업종 공급 여지. 유흥(×2.40), 음식(×1.37)은 이미 강세라 신규 진입 시 차별화 필요. 수요 대비 소비가 꾸준히 밖으로 샘 — 빠진 필수업종을 채우는 근린형 진입.",,24942.066666666666,1664.5833333333333,0.0627960007016313,0.2847921417295211,0.3310784081019068,0.1685493314344489,154661428.0,0.9009433962264152,0.0,161.0,126.93213511532542,37.587169095847806
서대문구,11410690,남가좌1동,알뜰안정형,3,-,중산층·아파트대단지형,근린주거형,주요 간선도로 및 지하철 연계 버스망 우수,"안정된 소득의 아파트 거주 가족 배후, 유흥가 없는 쾌적하고 안전한 생활환경","단지 내 상가 외 상권 확장 한계, 백화점/대형몰로의 원정 소비 발생",3040 맞벌이 부부 및 초중등 자녀 가족,#역세권 #몰세권,#야간소비 #주말나들이 #3040맞벌이,,"단과 학원, 베이커리, 소아과/이비인후과/치과, 반찬가게, 피트니스","유흥업소, 저가 무인매장","[데이터] 음식점·카페·배달전문점  [현장키워드] 단과 학원, 베이커리, 소아과/이비인후과/치과, 반찬가게, 피트니스",음식(×0.66),의료비(×2.61),가족 단위 주민들의 교육·의료·생필품 소비가 안정적으로 고정 매출을 보장하는 상권,기대수준,안정(초과),④ 검증·포화형,,,1.2890079998985329,710974401.3499393,-0.0211353633407199,"[근린주거형] 인구·인프라로 본 기대소비 대비 실제 ×1.29 (분기 약 7억 원 웃돎, 추세 보합). 유사 원형 동 대비 음식(×0.66) 비중이 낮아 해당 업종 공급 여지. 의료비(×2.61)은 이미 강세라 신규 진입 시 차별화 필요. 수요는 검증됐지만 경쟁 치열 — 차별화 콘셉트 없으면 비추천.",,8677.240833333333,1058.9166666666667,0.0785675788969399,0.2271992334870351,0.236635843240863,0.1087239101717305,679160100.0,0.2169811320754717,1.0,94.0,126.9162786769141,37.5718149913034
서대문구,11410700,남가좌2동,알뜰안정형,3,-,1인청년·원룸배달형,근린주거형,"지하철역 접근 용이, 버스 환승망 발달","2030 청년 1인가구 밀집으로 배달음식, 간편식, 코인세탁 등 편의수요 최상","원룸촌 특유의 주차난, 잦은 이사로 인한 단골 고객 유지 어려움",2030 청년 직장인 및 취준생 1인가구,#역세권공백 #환승요충지 #주차난,,,"배달 전문점, 코인빨래방, 무인 프린트/카페, 1인 피트니스, 가성비 주점","대형 가족형 식당, 대형 키즈카페","[데이터] 생활용품·무인점포·세탁  [현장키워드] 배달 전문점, 코인빨래방, 무인 프린트/카페, 1인 피트니스, 가성비 주점",생활용품(×0.67),교육(×1.83),청년 1인가구의 실속형 소비와 배달·포장 수요가 지배적인 역동적 소형 상권,기대수준,성장하는 강세상권,③ 확장형,,,1.0241931775988902,127877881.65488625,0.057896886564487,"[근린주거형] 인구·인프라로 본 기대소비 대비 실제 ×1.02 (분기 약 1억 원 웃돎, 추세 개선). 유사 원형 동 대비 생활용품(×0.67) 비중이 낮아 해당 업종 공급 여지. 교육(×1.83)은 이미 강세라 신규 진입 시 차별화 필요. 이미 강하고 더 커지는 중 — 핵심가 대신 2선 입지·배후 골목 공략.",,25267.4175,963.0833333333334,0.0361723343534023,0.2807138190695595,0.3644257593021885,0.1996031590114337,227969844.0,0.4976415094339622,0.0,117.0,126.92134352287884,37.577927216905486
서대문구,11410710,북가좌1동,알뜰안정형,3,-,서민베드타운·생활근린형,근린주거형,마을버스 및 시내버스 연계망 중심,"오랜 정주기간을 가진 지역 토착민 단골 형성 용이, 가성비 상품 반응 우수","노후 주택가 골목길 주차 불편, 주민 평균 연령 상승에 따른 소비 단가 한계",지역 토착 다인가구 및 어르신/시니어층,#역세권공백 #주차난,#고령층,#노후상권,"가성비 식료품/정육점, 내과/정형외과/약국, 생활밀착 철물/잡화, 국밥/백반집","초고가 프리미엄 사치재, 유행성 팝업스토어","[데이터] 주점·이자카야·노래방 / 음식점·카페·배달전문점  [현장키워드] 가성비 식료품/정육점, 내과/정형외과/약국, 생활밀착 철물/잡화, 국밥/백반집","유흥(×0.19), 음식(×0.42)","교육(×3.11), 의료비(×2.37)",지역 주민들의 생필품과 가성비 외식을 책임지는 탄탄한 골목형 생활 상권,기대수준,안정(저평가),② 유출보완형 기회,41.2,172.0,0.9848917199987746,-31483274.81000209,0.0123479628218131,"[근린주거형] 인구·인프라로 본 기대소비 대비 실제 ×0.98 (분기 약 0억 원 밑돎, 추세 보합). 유사 원형 동 대비 유흥(×0.19), 음식(×0.42) 비중이 낮아 해당 업종 공급 여지. 교육(×3.11), 의료비(×2.37)은 이미 강세라 신규 진입 시 차별화 필요. 수요 대비 소비가 꾸준히 밖으로 샘 — 빠진 필수업종을 채우는 근린형 진입.",,13525.594166666668,418.9166666666667,0.0305756419746057,0.226555827592097,0.3012304086714515,0.1045979200234363,410754253.0,0.6061320754716981,0.0,60.0,126.90810135396327,37.57541288721553
서대문구,11410720,북가좌2동,생활압박형,1,-,서민베드타운·생활근린형,가족·아파트단지형,마을버스 및 시내버스 연계망 중심,"오랜 정주기간을 가진 지역 토착민 단골 형성 용이, 가성비 상품 반응 우수","노후 주택가 골목길 주차 불편, 주민 평균 연령 상승에 따른 소비 단가 한계",지역 토착 다인가구 및 어르신/시니어층,#역세권공백 #주차난,#가성비선호 #가족세대 #야간소비 #주말나들이 #고령층,#노후상권,"가성비 식료품/정육점, 내과/정형외과/약국, 생활밀착 철물/잡화, 국밥/백반집","초고가 프리미엄 사치재, 유행성 팝업스토어","[데이터] 의류·잡화 편집숍  [현장키워드] 가성비 식료품/정육점, 내과/정형외과/약국, 생활밀착 철물/잡화, 국밥/백반집",의류·신발(×0.51),"교육(×2.49), 생활용품(×2.07)",지역 주민들의 생필품과 가성비 외식을 책임지는 탄탄한 골목형 생활 상권,기대수준,안정(저평가),② 유출보완형 기회,57.1,107.0,0.7866079222269488,-1047108639.1346668,-0.0170553139330151,"[가족·아파트단지형] 인구·인프라로 본 기대소비 대비 실제 ×0.79 (분기 약 10억 원 밑돎, 추세 보합). 유사 원형 동 대비 의류·신발(×0.51) 비중이 낮아 해당 업종 공급 여지. 교육(×2.49), 생활용품(×2.07)은 이미 강세라 신규 진입 시 차별화 필요. 수요 대비 소비가 꾸준히 밖으로 샘 — 빠진 필수업종을 채우는 근린형 진입.",,29756.28083333333,1237.75,0.0349167019854595,0.2736282724219998,0.3180951732589012,0.1726363265028252,167757926.0,0.9481132075471698,0.0,115.0,126.9133360002854,37.58117419706544
서초구,11650510,서초1동,자산안정형,2,"서초그랑자이, 래미안리더스원, 아크로비스타, 삼풍아파트",법조·업무복합형,오피스·업무형,"2·3호선 교대역, 서초역, 남부터미널역 역세권","대법원·검찰청 법조타운의 전문직 고소득 배후, 강남역 인접, 재건축 고급 아파트 대거 입주","주말 법조타운 일대 상권 위축, 경부고속도로 변 소음, 도로변 혼잡","변호사/법조계 종사자, 예술의전당 방문객, 3040 전문직 직장인",#다중역세권 #집객시설밀집 #대학가,#직장인밀집 #신축입주,#교통정체 #주말공동화 #소비유출,"고급 한정식/일식, 법조인 미팅용 조용한 카페, 교대역 직장인 주점, 세무/법무 연계 오피스","10대 저가 문구/간식점, 저가 뷔페","[데이터] 피트니스·필라테스·키즈카페·공방  [현장키워드] 고급 한정식/일식, 법조인 미팅용 조용한 카페, 교대역 직장인 주점, 세무/법무 연계 오피스",여가·문화(×0.59),"교육(×6.68), 의료비(×3.12)",법원/검찰청의 고소득 직장인과 서초 신축 대단지가 떠받치는 견고한 평일·주말 복합 상권,저평가,안정(저평가),② 유출보완형 기회,89.9,2.0,0.4323651637926111,-13799057480.557695,0.0499611078597217,"[오피스·업무형] 인구·인프라로 본 기대소비 대비 실제 ×0.43 (분기 약 138억 원 밑돎, 추세 보합). 유사 원형 동 대비 여가·문화(×0.59) 비중이 낮아 해당 업종 공급 여지. 교육(×6.68), 의료비(×3.12)은 이미 강세라 신규 진입 시 차별화 필요. 수요 대비 소비가 꾸준히 밖으로 샘 — 빠진 필수업종을 채우는 근린형 진입.",,19019.29333333333,44491.66666666666,2.36459263669743,0.2943832489828322,0.3387397370674457,0.1806835239006699,517775264.0,0.5966981132075472,2.0,194.0,127.02010383171128,37.48693257364956
서초구,11650520,서초2동,자산안정형,2,"서초그랑자이, 래미안리더스원, 아크로비스타, 삼풍아파트",법조·업무복합형,오피스·업무형,"2·3호선 교대역, 서초역, 남부터미널역 역세권","대법원·검찰청 법조타운의 전문직 고소득 배후, 강남역 인접, 재건축 고급 아파트 대거 입주","주말 법조타운 일대 상권 위축, 경부고속도로 변 소음, 도로변 혼잡","변호사/법조계 종사자, 예술의전당 방문객, 3040 전문직 직장인",#다중역세권 #집객시설밀집,#2030청년가구 #직장인밀집 #신축입주,#교통정체 #주말공동화 #경쟁과열가능,"고급 한정식/일식, 법조인 미팅용 조용한 카페, 교대역 직장인 주점, 세무/법무 연계 오피스","10대 저가 문구/간식점, 저가 뷔페","[데이터] 의류·잡화 편집숍 / 피트니스·필라테스·키즈카페·공방  [현장키워드] 고급 한정식/일식, 법조인 미팅용 조용한 카페, 교대역 직장인 주점, 세무/법무 연계 오피스","의류·신발(×0.10), 여가·문화(×0.50)","생활용품(×9.46), 교육(×4.82)",법원/검찰청의 고소득 직장인과 서초 신축 대단지가 떠받치는 견고한 평일·주말 복합 상권,초과달성,안정(초과),④ 검증·포화형,,,2.231030295948586,98289683454.47914,-0.0110311749478993,"[오피스·업무형] 인구·인프라로 본 기대소비 대비 실제 ×2.23 (분기 약 983억 원 웃돎, 추세 보합). 유사 원형 동 대비 의류·신발(×0.10), 여가·문화(×0.50) 비중이 낮아 해당 업종 공급 여지. 생활용품(×9.46), 교육(×4.82)은 이미 강세라 신규 진입 시 차별화 필요. 수요는 검증됐지만 경쟁 치열 — 차별화 콘셉트 없으면 비추천.",,20048.4375,58251.833333333336,2.6887075823997404,0.3318314661471018,0.3466480320995446,0.2120201974662999,728752470.0,0.0683962264150943,2.0,217.0,127.0279063626298,37.48883211510916
서초구,11650530,서초3동,자산안정형,2,"서초그랑자이, 래미안리더스원, 아크로비스타, 삼풍아파트",법조·업무복합형,가족·아파트단지형,"2·3호선 교대역, 서초역, 남부터미널역 역세권","대법원·검찰청 법조타운의 전문직 고소득 배후, 강남역 인접, 재건축 고급 아파트 대거 입주","주말 법조타운 일대 상권 위축, 경부고속도로 변 소음, 도로변 혼잡","변호사/법조계 종사자, 예술의전당 방문객, 3040 전문직 직장인",#다중역세권 #집객시설밀집,#2030청년가구 #직장인밀집 #신축입주,#교통정체 #주말공동화 #경쟁과열가능,"고급 한정식/일식, 법조인 미팅용 조용한 카페, 교대역 직장인 주점, 세무/법무 연계 오피스","10대 저가 문구/간식점, 저가 뷔페","[데이터] 학원·스터디카페·키즈교육 / 의원(내과·소아과·치과)·약국  [현장키워드] 고급 한정식/일식, 법조인 미팅용 조용한 카페, 교대역 직장인 주점, 세무/법무 연계 오피스","교육(×0.08), 의료비(×0.12)","여가·문화(×15.25), 생활용품(×2.23)",법원/검찰청의 고소득 직장인과 서초 신축 대단지가 떠받치는 견고한 평일·주말 복합 상권,초과달성,성장하는 강세상권,③ 확장형,,,2.795517639504433,129535836170.0138,0.0661897350680261,"[가족·아파트단지형] 인구·인프라로 본 기대소비 대비 실제 ×2.80 (분기 약 1,295억 원 웃돎, 추세 개선). 유사 원형 동 대비 교육(×0.08), 의료비(×0.12) 비중이 낮아 해당 업종 공급 여지. 여가·문화(×15.25), 생활용품(×2.23)은 이미 강세라 신규 진입 시 차별화 필요. 이미 강하고 더 커지는 중 — 핵심가 대신 2선 입지·배후 골목 공략.",,29111.33333333333,55026.333333333336,1.627393132885569,0.3305504990270542,0.3181100372686501,0.1625026846061524,592793964.0,0.7240566037735849,2.0,332.0,127.0094524672592,37.4855193230316
서초구,11650531,서초4동,자산안정형,2,"서초그랑자이, 래미안리더스원, 아크로비스타, 삼풍아파트",법조·업무복합형,고자산·아파트형,"2·3호선 교대역, 서초역, 남부터미널역 역세권","대법원·검찰청 법조타운의 전문직 고소득 배후, 강남역 인접, 재건축 고급 아파트 대거 입주","주말 법조타운 일대 상권 위축, 경부고속도로 변 소음, 도로변 혼잡","변호사/법조계 종사자, 예술의전당 방문객, 3040 전문직 직장인",#역세권공백 #집객시설밀집,#초고자산 #직장인밀집 #신축입주,#교통정체 #주말공동화,"고급 한정식/일식, 법조인 미팅용 조용한 카페, 교대역 직장인 주점, 세무/법무 연계 오피스","10대 저가 문구/간식점, 저가 뷔페","[데이터] 식자재마트·정육·반찬가게 / 생활용품·무인점포·세탁  [현장키워드] 고급 한정식/일식, 법조인 미팅용 조용한 카페, 교대역 직장인 주점, 세무/법무 연계 오피스","식료품(×0.20), 생활용품(×0.50)","유흥(×4.96), 의료비(×2.79)",법원/검찰청의 고소득 직장인과 서초 신축 대단지가 떠받치는 견고한 평일·주말 복합 상권,기대수준,안정(저평가),② 유출보완형 기회,70.4,42.0,0.8906738670209169,-4317368300.942093,0.034337497586958,"[고자산·아파트형] 인구·인프라로 본 기대소비 대비 실제 ×0.89 (분기 약 43억 원 밑돎, 추세 보합). 유사 원형 동 대비 식료품(×0.20), 생활용품(×0.50) 비중이 낮아 해당 업종 공급 여지. 유흥(×4.96), 의료비(×2.79)은 이미 강세라 신규 진입 시 차별화 필요. 수요 대비 소비가 꾸준히 밖으로 샘 — 빠진 필수업종을 채우는 근린형 진입.",,23008.8125,37940.0,1.3304712526006406,0.2150523430533998,0.2488986784140969,0.0680743188122042,1515744780.0,0.1721698113207547,0.0,257.0,127.019813022298,37.498943048639326
서초구,11650540,잠원동,자산안정형,2,"아크로리버파크, 래미안원베일리, 메이플자이, 반포자이, 반포래미안퍼스티지",한강변·초고자산몰세권,고자산·아파트형,"3·7·9호선 고속터미널역 트리플 역세권, 올림픽대로·경부고속도로 직결","신세계백화점 강남점·센트럴시티의 완벽한 쇼핑인프라, 전국 최고가 한강뷰 아파트 밀집, 반포삼호가든 사거리 학원가","고속터미널 일대 365일 극심한 교통정체, 주말 쇼핑객과 주민 동선 혼재, 높은 상가 임대료","최고소득층 패밀리, 전문직/금융계 종사자, 명문고 재학생 가구",#다중역세권 #한강변 #몰세권,#초고자산 #학원가·학군,#교통정체 #고임대료,"고급 브런치카페, 하이엔드 웰니스/필라테스, 프리미엄 입시학원, 와인 전문샵","초저가 무인점포, 서민형 포차/유흥업소","[데이터] 식자재마트·정육·반찬가게 / 피트니스·필라테스·키즈카페·공방  [현장키워드] 고급 브런치카페, 하이엔드 웰니스/필라테스, 프리미엄 입시학원, 와인 전문샵","식료품(×0.30), 여가·문화(×0.68)","유흥(×5.51), 의료비(×2.38)",신세계 강남점과 한강 프리미엄을 등에 업은 전국 최고 구매력의 럭셔리 복합 상권,기대수준,떠오르는 잠재상권,① 선점형 기회,71.3,36.0,0.8945529927826812,-1106883725.3012085,0.0675810489246875,"[고자산·아파트형] 인구·인프라로 본 기대소비 대비 실제 ×0.89 (분기 약 11억 원 밑돎, 추세 개선). 유사 원형 동 대비 식료품(×0.30), 여가·문화(×0.68) 비중이 낮아 해당 업종 공급 여지. 유흥(×5.51), 의료비(×2.38)은 이미 강세라 신규 진입 시 차별화 필요. 기대보다 덜 쓰지만 격차가 줄어드는 중 — 임대료 오르기 전 진입 적기.",,26103.98166666667,13630.25,0.5555970149253732,0.2471268656716418,0.2628335409427653,0.1326834065429751,1005807544.0,0.3584905660377358,2.0,135.0,127.01273679325406,37.51708125203908
서초구,11650550,반포본동,자산안정형,2,"아크로리버파크, 래미안원베일리, 메이플자이, 반포자이, 반포래미안퍼스티지",한강변·초고자산몰세권,학원가·에듀형,"3·7·9호선 고속터미널역 트리플 역세권, 올림픽대로·경부고속도로 직결","신세계백화점 강남점·센트럴시티의 완벽한 쇼핑인프라, 전국 최고가 한강뷰 아파트 밀집, 반포삼호가든 사거리 학원가","고속터미널 일대 365일 극심한 교통정체, 주말 쇼핑객과 주민 동선 혼재, 높은 상가 임대료","최고소득층 패밀리, 전문직/금융계 종사자, 명문고 재학생 가구",#역세권 #한강변 #몰세권,#초고자산 #직장인밀집 #가족세대 #학원가·학군,#교통정체 #고임대료 #주말공동화 #소비유출,"고급 브런치카페, 하이엔드 웰니스/필라테스, 프리미엄 입시학원, 와인 전문샵","초저가 무인점포, 서민형 포차/유흥업소","[데이터] 식자재마트·정육·반찬가게 / 생활용품·무인점포·세탁  [현장키워드] 고급 브런치카페, 하이엔드 웰니스/필라테스, 프리미엄 입시학원, 와인 전문샵","식료품(×0.28), 생활용품(×0.37)","의류·신발(×4.56), 교육(×2.22)",신세계 강남점과 한강 프리미엄을 등에 업은 전국 최고 구매력의 럭셔리 복합 상권,저평가,안정(저평가),② 유출보완형 기회,,,0.2179862456944133,-1857694117.886793,0.0122786897977322,"[학원가·에듀형] 인구·인프라로 본 기대소비 대비 실제 ×0.22 (분기 약 19억 원 밑돎, 추세 보합). 유사 원형 동 대비 식료품(×0.28), 생활용품(×0.37) 비중이 낮아 해당 업종 공급 여지. 의류·신발(×4.56), 교육(×2.22)은 이미 강세라 신규 진입 시 차별화 필요. 수요 대비 소비가 꾸준히 밖으로 샘 — 빠진 필수업종을 채우는 근린형 진입. ※ 배율 극단(×0.25↓): 인접 거대상권 흡수·재건축 이주 가능성, 인접 동과 묶어 해석","배율 극단(×0.25↓): 인접 거대상권 흡수·재건축 이주 가능성, 인접 동과 묶어 해석",6712.232499999999,7130.416666666667,48.46153846153846,0.2307692307692307,0.2099421965317919,0.0731722543352601,2672553922.0,1.0,1.0,33.0,126.98755944235896,37.50421493946561
서초구,11650560,반포1동,자산안정형,2,"아크로리버파크, 래미안원베일리, 메이플자이, 반포자이, 반포래미안퍼스티지",한강변·초고자산몰세권,고자산·아파트형,"3·7·9호선 고속터미널역 트리플 역세권, 올림픽대로·경부고속도로 직결","신세계백화점 강남점·센트럴시티의 완벽한 쇼핑인프라, 전국 최고가 한강뷰 아파트 밀집, 반포삼호가든 사거리 학원가","고속터미널 일대 365일 극심한 교통정체, 주말 쇼핑객과 주민 동선 혼재, 높은 상가 임대료","최고소득층 패밀리, 전문직/금융계 종사자, 명문고 재학생 가구",#역세권 #한강변 #몰세권,#초고자산 #학원가·학군,#교통정체 #고임대료,"고급 브런치카페, 하이엔드 웰니스/필라테스, 프리미엄 입시학원, 와인 전문샵","초저가 무인점포, 서민형 포차/유흥업소","[데이터] 의류·잡화 편집숍 / 식자재마트·정육·반찬가게  [현장키워드] 고급 브런치카페, 하이엔드 웰니스/필라테스, 프리미엄 입시학원, 와인 전문샵","의류·신발(×0.27), 식료품(×0.52)","의료비(×2.26), 유흥(×1.69)",신세계 강남점과 한강 프리미엄을 등에 업은 전국 최고 구매력의 럭셔리 복합 상권,기대수준,떠오르는 잠재상권,① 선점형 기회,70.0,44.0,0.9472830394595524,-482919348.59004784,0.070799101185968,"[고자산·아파트형] 인구·인프라로 본 기대소비 대비 실제 ×0.95 (분기 약 5억 원 밑돎, 추세 개선). 유사 원형 동 대비 의류·신발(×0.27), 식료품(×0.52) 비중이 낮아 해당 업종 공급 여지. 의료비(×2.26), 유흥(×1.69)은 이미 강세라 신규 진입 시 차별화 필요. 기대보다 덜 쓰지만 격차가 줄어드는 중 — 임대료 오르기 전 진입 적기.",,28125.7775,7964.916666666667,0.2521636040308239,0.2661529342027267,0.3114869390488948,0.1786292699263228,783794215.0,0.4693396226415094,1.0,140.0,127.01676111796128,37.50552987327867
서초구,11650570,반포2동,자산안정형,2,"아크로리버파크, 래미안원베일리, 메이플자이, 반포자이, 반포래미안퍼스티지",한강변·초고자산몰세권,학원가·에듀형,"3·7·9호선 고속터미널역 트리플 역세권, 올림픽대로·경부고속도로 직결","신세계백화점 강남점·센트럴시티의 완벽한 쇼핑인프라, 전국 최고가 한강뷰 아파트 밀집, 반포삼호가든 사거리 학원가","고속터미널 일대 365일 극심한 교통정체, 주말 쇼핑객과 주민 동선 혼재, 높은 상가 임대료","최고소득층 패밀리, 전문직/금융계 종사자, 명문고 재학생 가구",#역세권 #한강변 #몰세권,#초고자산 #학원가·학군,#교통정체 #고임대료 #소비유출,"고급 브런치카페, 하이엔드 웰니스/필라테스, 프리미엄 입시학원, 와인 전문샵","초저가 무인점포, 서민형 포차/유흥업소","[데이터] 의류·잡화 편집숍 / 피트니스·필라테스·키즈카페·공방  [현장키워드] 고급 브런치카페, 하이엔드 웰니스/필라테스, 프리미엄 입시학원, 와인 전문샵","의류·신발(×0.32), 여가·문화(×0.69)",음식(×1.93),신세계 강남점과 한강 프리미엄을 등에 업은 전국 최고 구매력의 럭셔리 복합 상권,저평가,안정(저평가),② 유출보완형 기회,63.3,79.0,0.6281716893419118,-1161218564.2646472,-0.0049217622532273,"[학원가·에듀형] 인구·인프라로 본 기대소비 대비 실제 ×0.63 (분기 약 12억 원 밑돎, 추세 보합). 유사 원형 동 대비 의류·신발(×0.32), 여가·문화(×0.69) 비중이 낮아 해당 업종 공급 여지. 음식(×1.93)은 이미 강세라 신규 진입 시 차별화 필요. 수요 대비 소비가 꾸준히 밖으로 샘 — 빠진 필수업종을 채우는 근린형 진입.",,16143.938333333334,3285.75,0.1722836806448846,0.1875911156847611,0.2101718657399924,0.0641597974247077,2447858537.0,0.0613207547169811,1.0,74.0,126.99596231145485,37.50722488308
서초구,11650580,반포3동,자산안정형,2,"아크로리버파크, 래미안원베일리, 메이플자이, 반포자이, 반포래미안퍼스티지",한강변·초고자산몰세권,학원가·에듀형,"3·7·9호선 고속터미널역 트리플 역세권, 올림픽대로·경부고속도로 직결","신세계백화점 강남점·센트럴시티의 완벽한 쇼핑인프라, 전국 최고가 한강뷰 아파트 밀집, 반포삼호가든 사거리 학원가","고속터미널 일대 365일 극심한 교통정체, 주말 쇼핑객과 주민 동선 혼재, 높은 상가 임대료","최고소득층 패밀리, 전문직/금융계 종사자, 명문고 재학생 가구",#역세권공백 #한강변 #몰세권,#초고자산 #야간소비 #학원가·학군,#교통정체 #고임대료,"고급 브런치카페, 하이엔드 웰니스/필라테스, 프리미엄 입시학원, 와인 전문샵","초저가 무인점포, 서민형 포차/유흥업소","[데이터] 식자재마트·정육·반찬가게  [현장키워드] 고급 브런치카페, 하이엔드 웰니스/필라테스, 프리미엄 입시학원, 와인 전문샵",식료품(×0.32),"의류·신발(×6.99), 생활용품(×3.96)",신세계 강남점과 한강 프리미엄을 등에 업은 전국 최고 구매력의 럭셔리 복합 상권,기대수준,떠오르는 잠재상권,① 선점형 기회,71.6,34.0,0.7468146882355033,-1734588955.517846,0.071895387287518,"[학원가·에듀형] 인구·인프라로 본 기대소비 대비 실제 ×0.75 (분기 약 17억 원 밑돎, 추세 개선). 유사 원형 동 대비 식료품(×0.32) 비중이 낮아 해당 업종 공급 여지. 의류·신발(×6.99), 생활용품(×3.96)은 이미 강세라 신규 진입 시 차별화 필요. 기대보다 덜 쓰지만 격차가 줄어드는 중 — 임대료 오르기 전 진입 적기.",,16617.885,2856.1666666666665,0.1266360843398846,0.2152687176465637,0.2688477951635846,0.079397818871503,1852605615.0,0.115566037735849,0.0,109.0,127.00398140914186,37.51232457119947
